id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle
280,11.433638,9.596264,0.133843,0.001906,1.000000,4,0.133616,0.001753,2.151207,0.528719,14.536250
281,11.028145,9.648623,0.140373,0.003645,1.000000,4,0.140135,0.003156,2.507371,0.986711,13.022889
282,11.070216,9.675546,0.117509,0.002769,1.000000,4,0.117222,0.002028,2.899131,0.540751,12.673717
284,10.049144,9.959311,0.118177,0.023906,1.000000,1,0.118923,0.011278,4.929019,0.593738,8.391938
285,10.255123,9.886537,0.120832,0.010814,1.000000,1,0.120119,0.035696,6.089147,1.276661,7.464362
286,10.000000,10.000000,0.116364,0.027778,1.000000,0,0.116057,0.314209,7.770483,1.659731,6.657767
219,37.374111,8.564145,0.333718,0.000092,0.657144,51,0.334220,0.010468,0.843189,0.462157,60.319527
240,28.343178,8.533668,0.210016,0.000051,0.409212,37,0.213918,0.001724,0.875521,0.344909,49.528042
246,25.438477,8.584290,0.208464,0.000060,0.414728,32,0.208557,0.001494,0.860038,0.412700,46.221176
251,25.799894,8.728296,0.195763,0.000030,0.386011,28,0.195538,0.000621,0.641423,0.406521,54.041752
254,23.237711,8.664268,0.199436,0.000059,0.397793,28,0.199530,0.001148,0.827838,0.442831,44.442719
257,22.248590,8.937099,0.172415,0.000029,0.336793,24,0.171966,0.000396,0.664017,0.382552,48.523785
258,18.584492,8.594708,0.176144,0.000099,0.351425,24,0.175827,0.001354,1.142358,0.581720,32.771927
259,20.098366,9.040482,0.178555,0.000061,0.355272,24,0.178712,0.000804,0.866533,0.425585,40.239006
260,18.697639,8.830861,0.144620,0.000040,0.287284,20,0.144338,0.000377,0.915117,0.373524,37.420990
261,19.816973,8.974596,0.173671,0.000044,0.347448,21,0.173445,0.000466,0.706484,0.408822,43.546448
265,17.769506,8.772933,0.159438,0.000073,0.320581,20,0.159128,0.000743,1.046679,0.493377,33.696606
267,16.009392,9.412317,0.172613,0.000110,0.347198,18,0.171906,0.000860,0.965032,0.541003,32.954197
268,16.785320,9.451087,0.161365,0.000064,0.316561,18,0.161230,0.000478,0.825835,0.395892,36.923283
269,10.547840,10.080091,0.138852,0.000634,0.276043,15,0.138992,0.004171,2.826877,1.126013,15.760671
270,17.312044,9.245724,0.146696,0.000190,1.000000,13,0.146674,0.001011,1.414175,0.555900,23.928616
272,18.551332,9.663650,0.150754,0.000087,1.000000,14,0.150547,0.000496,0.962094,0.435245,30.605373
275,13.417136,9.405905,0.121508,0.000624,1.000000,8,0.121236,0.001544,2.439233,0.591016,15.998342
276,10.546455,9.941777,0.120374,0.004590,1.000000,3,0.119646,0.136502,7.113557,2.317307,7.863777
277,15.163374,9.354727,0.143439,0.000227,1.000000,9,0.143318,0.000743,1.282638,0.466718,23.145294
278,15.918537,9.301623,0.141694,0.000185,1.000000,10,0.140831,0.000631,1.228637,0.432191,23.806757
279,11.567164,9.599236,0.128274,0.001741,1.000000,5,0.128175,0.001939,2.421963,0.631019,14.214383
280,12.087509,9.525354,0.133738,0.001025,1.000000,5,0.133429,0.001336,1.918839,0.523335,16.180037
281,11.582050,9.559976,0.140265,0.001990,1.000000,5,0.140102,0.002414,2.253574,0.933428,14.412564
282,11.678735,9.593940,0.117365,0.001381,1.000000,5,0.116951,0.001496,2.572273,0.532841,14.098356
283,10.000000,10.000000,0.107199,0.027778,1.000000,0,0.105050,2.951307,9.232665,1.758870,6.474810
284,10.285327,9.850088,0.118522,0.012826,1.000000,2,0.118908,0.004704,3.839719,0.575514,10.011393
285,10.444932,9.790841,0.120723,0.009161,1.000000,2,0.119925,0.010234,4.750780,1.149386,8.834941
286,9.926914,10.107150,0.116354,0.026863,1.000000,1,0.116090,0.023278,5.939159,1.469643,7.877203
219,37.876675,8.552849,0.333722,0.000092,0.657144,52,0.333868,0.010868,0.858431,0.461627,60.474472
240,28.970669,8.517814,0.210120,0.000050,0.409212,38,0.213868,0.001766,0.885727,0.343424,50.052914
246,26.080688,8.565630,0.208467,0.000058,0.414728,33,0.208308,0.001524,0.870101,0.410595,46.784328
251,26.539381,8.713254,0.195753,0.000028,0.386011,29,0.195104,0.000635,0.651428,0.406465,54.762768
254,23.894560,8.642924,0.199441,0.000057,0.397793,29,0.199275,0.001167,0.836530,0.440406,45.098572
257,22.990364,8.917522,0.172386,0.000027,0.336793,25,0.171720,0.000400,0.669627,0.383169,49.491169
258,19.145584,8.560122,0.176125,0.000093,0.351425,25,0.175552,0.001371,1.152359,0.576837,33.274918
259,20.749880,9.011608,0.178565,0.000057,0.355272,25,0.178501,0.000808,0.870455,0.422572,41.058323
260,19.385572,8.801970,0.144595,0.000036,0.287284,21,0.144151,0.000373,0.913766,0.372407,38.367462
261,20.532795,8.949321,0.173653,0.000040,0.347448,22,0.173245,0.000466,0.708601,0.408590,44.621693
265,18.386557,8.737489,0.159413,0.000067,0.320581,21,0.158726,0.000741,1.050713,0.489164,34.402733
267,16.600657,9.364402,0.172542,0.000099,0.347198,19,0.171667,0.000849,0.961770,0.534812,33.898357
268,17.442726,9.410990,0.161351,0.000057,0.316561,19,0.161004,0.000468,0.819873,0.394336,38.110210
269,10.685812,10.000472,0.138863,0.000582,0.276043,16,0.138740,0.004093,2.816330,1.106058,16.110846
270,18.138395,9.224299,0.146693,0.000162,1.000000,14,0.146535,0.000957,1.381743,0.542740,24.947411
272,19.428690,9.648499,0.150724,0.000075,1.000000,15,0.150350,0.000473,0.942981,0.433646,31.915028
275,14.160741,9.362008,0.121436,0.000458,1.000000,9,0.121025,0.001353,2.313954,0.565261,16.999088
276,10.562071,9.928660,0.120361,0.004511,1.000000,4,0.119277,0.067193,6.673955,2.186584,8.312132
277,15.994738,9.329144,0.143412,0.000177,1.000000,10,0.143148,0.000670,1.224452,0.459469,24.598961
278,16.766582,9.279957,0.141506,0.000145,1.000000,11,0.140490,0.000567,1.173338,0.429864,25.303396
279,12.222030,9.529547,0.128232,0.001010,1.000000,6,0.127982,0.001535,2.201761,0.599155,15.594048
280,12.806463,9.469887,0.133615,0.000619,1.000000,6,0.133005,0.001074,1.752187,0.512444,17.744040
282,12.367635,9.530347,0.117186,0.000784,1.000000,6,0.116611,0.001175,2.334296,0.517293,15.466682
283,9.886229,10.492262,0.107195,0.027729,1.000000,1,0.104644,0.043777,7.460787,1.569597,7.398453
284,10.656199,9.736794,0.118737,0.005705,1.000000,3,0.118656,0.002752,3.191540,0.550765,11.570895
285,10.800824,9.681056,0.120439,0.005901,1.000000,3,0.119782,0.005344,3.952913,1.045554,10.153824
286,10.096823,10.008452,0.116264,0.017705,1.000000,2,0.115703,0.009538,4.925666,1.324069,9.016410
219,38.373405,8.541946,0.333723,0.000091,0.657144,53,0.333569,0.011286,0.873683,0.461138,60.616241
240,29.597141,8.502578,0.210215,0.000048,0.409212,39,0.213839,0.001809,0.896008,0.341762,50.561188
246,26.722977,8.547776,0.208462,0.000056,0.414728,34,0.208096,0.001556,0.880341,0.408432,47.325096
251,27.279245,8.698992,0.195726,0.000027,0.386011,30,0.194917,0.000653,0.661445,0.406645,55.459755
254,24.552631,8.622640,0.199434,0.000054,0.397793,30,0.199064,0.001189,0.845575,0.438044,45.724220
257,23.734619,8.899125,0.172346,0.000026,0.336793,26,0.171543,0.000407,0.676016,0.384033,50.402401
258,19.709837,8.527426,0.176092,0.000088,0.351425,26,0.175412,0.001394,1.163082,0.572973,33.744579
259,21.405668,8.984510,0.178561,0.000054,0.355272,26,0.178331,0.000814,0.875099,0.419667,41.842098
260,20.080114,8.775192,0.144559,0.000033,0.287284,22,0.143902,0.000372,0.914976,0.371961,39.239223
261,21.253086,8.925698,0.173623,0.000037,0.347448,23,0.173026,0.000469,0.712122,0.408559,45.627666
265,19.009848,8.704354,0.159362,0.000062,0.320581,22,0.158422,0.000744,1.056050,0.485951,35.063942
267,17.201546,9.319996,0.172461,0.000090,0.347198,20,0.171587,0.000844,0.959747,0.529236,34.805088
268,18.109936,9.374066,0.161316,0.000052,0.316561,20,0.160702,0.000460,0.816512,0.392983,39.224590
269,10.830632,9.921278,0.138853,0.000536,0.276043,17,0.138461,0.004049,2.815007,1.090508,16.421818
270,18.974056,9.205302,0.146671,0.000139,1.000000,15,0.146453,0.000915,1.354596,0.530760,25.927275
272,20.312561,9.635157,0.150675,0.000065,1.000000,16,0.150192,0.000456,0.928349,0.432704,33.153290
275,14.930053,9.324932,0.121339,0.000350,1.000000,10,0.120866,0.001208,2.209729,0.542201,17.969416
276,10.679944,9.858366,0.120319,0.004337,1.000000,5,0.118992,0.042390,6.319306,2.070790,8.742895
277,16.840574,9.307297,0.143359,0.000141,1.000000,11,0.142849,0.000614,1.179588,0.453406,25.968410
278,17.627842,9.261544,0.141306,0.000117,1.000000,12,0.140348,0.000518,1.127028,0.428142,26.757483
279,12.933525,9.473686,0.128142,0.000645,1.000000,7,0.127881,0.001270,2.031807,0.572876,16.928667
280,13.569916,9.425692,0.133408,0.000409,1.000000,7,0.132805,0.000900,1.621839,0.504202,19.261690
282,13.110661,9.480269,0.116974,0.000495,1.000000,7,0.116201,0.000967,2.158380,0.506246,16.760241
283,9.993920,10.411416,0.106617,0.021446,1.000000,2,0.104386,0.015405,6.363913,1.433333,8.269401
284,11.166068,9.637892,0.118692,0.002526,1.000000,4,0.118580,0.001881,2.754987,0.533541,13.086190
285,11.264633,9.581072,0.120160,0.003400,1.000000,4,0.119660,0.003500,3.433989,0.971059,11.404654
219,38.863483,8.531284,0.333722,0.000090,0.657144,54,0.333257,0.011715,0.889028,0.460308,60.751488
240,30.222532,8.487959,0.210303,0.000047,0.409212,40,0.213787,0.001853,0.906487,0.339108,51.056885
246,27.365011,8.530662,0.208450,0.000054,0.414728,35,0.207868,0.001589,0.890860,0.405357,47.849079
251,28.018330,8.685272,0.195696,0.000026,0.386011,31,0.194676,0.000671,0.671996,0.406404,56.113869
254,25.211258,8.603239,0.199419,0.000052,0.397793,31,0.198839,0.001212,0.855042,0.434846,46.326748
257,24.480728,8.881785,0.172301,0.000024,0.336793,27,0.171389,0.000414,0.683092,0.384370,51.271069
258,20.276497,8.496546,0.176056,0.000083,0.351425,27,0.175280,0.001421,1.174795,0.569354,34.185936
259,22.064775,8.958905,0.178548,0.000051,0.355272,27,0.178147,0.000821,0.880499,0.415801,42.597439
260,20.780201,8.750251,0.144509,0.000031,0.287284,23,0.143745,0.000372,0.917078,0.371292,40.081783
261,21.977446,8.903692,0.173582,0.000035,0.347448,24,0.172859,0.000473,0.716439,0.407754,46.595268
265,19.638405,8.673359,0.159296,0.000058,0.320581,23,0.158271,0.000749,1.061765,0.482811,35.705547
267,17.810574,9.278726,0.172386,0.000082,0.347198,21,0.171407,0.000840,0.959942,0.523060,35.662182
268,18.785845,9.340034,0.161260,0.000047,0.316561,21,0.160558,0.000456,0.813917,0.390567,40.319958
269,10.981028,9.843033,0.138824,0.000496,0.276043,18,0.138193,0.004027,2.818664,1.077275,16.710669
270,19.817610,9.188354,0.146643,0.000121,1.000000,16,0.146256,0.000879,1.333313,0.518046,26.862144
272,21.201296,9.623072,0.150616,0.000057,1.000000,17,0.150081,0.000443,0.916860,0.431029,34.343491
275,15.719907,9.293307,0.121239,0.000276,1.000000,11,0.120702,0.001095,2.122467,0.518971,18.913876
276,10.874647,9.767911,0.120237,0.004069,1.000000,6,0.118709,0.030267,6.026756,1.963566,9.161632
277,17.698000,9.288394,0.143267,0.000116,1.000000,12,0.142710,0.000570,1.141114,0.446319,27.311655
278,18.499544,9.245628,0.141136,0.000096,1.000000,13,0.140190,0.000481,1.089520,0.425196,28.157799
279,13.685261,9.428249,0.128061,0.000444,1.000000,8,0.127745,0.001084,1.898631,0.548155,18.220539
280,14.365231,9.389893,0.133231,0.000289,1.000000,8,0.132566,0.000776,1.520597,0.495545,20.722446
282,13.891244,9.440051,0.116729,0.000338,1.000000,8,0.115831,0.000822,2.019918,0.495587,18.009853
283,10.214724,10.296499,0.105752,0.013133,1.000000,3,0.104107,0.008599,5.623376,1.327131,9.095743
284,11.789112,9.559647,0.118636,0.001260,1.000000,5,0.118440,0.001404,2.446796,0.518271,14.552551
285,11.821014,9.496025,0.119951,0.001977,1.000000,5,0.119568,0.002566,3.066709,0.911676,12.607971
219,39.346645,8.520811,0.333719,0.000090,0.657144,55,0.333313,0.012200,0.903943,0.458403,60.853596
240,30.845953,8.473699,0.210384,0.000046,0.409212,41,0.213973,0.001905,0.916553,0.334451,51.516880
246,28.006935,8.514324,0.208432,0.000052,0.414728,36,0.207934,0.001630,0.901020,0.400111,48.331066
251,28.756649,8.672115,0.195659,0.000025,0.386011,32,0.194725,0.000694,0.682526,0.403764,56.697487
254,25.870163,8.584653,0.199396,0.000050,0.397793,32,0.198931,0.001242,0.864274,0.429277,46.879276
257,25.228456,8.865485,0.172253,0.000023,0.336793,28,0.171441,0.000424,0.690676,0.381718,52.048798
258,20.844475,8.467136,0.176018,0.000079,0.351425,28,0.175286,0.001455,1.187738,0.563435,34.555679
259,22.727049,8.934778,0.178526,0.000048,0.355272,28,0.178258,0.000834,0.885928,0.409097,43.297207
260,21.484921,8.726939,0.144454,0.000029,0.287284,24,0.143818,0.000375,0.920062,0.367104,40.849751
261,22.704763,8.882975,0.173536,0.000032,0.347448,25,0.172983,0.000481,0.721282,0.403737,47.479385
265,20.271097,8.644226,0.159229,0.000054,0.320581,24,0.158267,0.000760,1.068978,0.476718,36.264454
267,18.426809,9.240275,0.172308,0.000075,0.347198,22,0.171596,0.000846,0.960825,0.513642,36.450397
268,19.469204,9.308557,0.161200,0.000043,0.316561,22,0.160690,0.000455,0.812425,0.384405,41.335072
269,11.136185,9.766140,0.138779,0.000461,0.276043,19,0.138350,0.004069,2.823797,1.061395,16.960278
270,20.667942,9.173123,0.146598,0.000107,1.000000,17,0.146335,0.000855,1.315273,0.501092,27.731796
272,22.094486,9.612215,0.150557,0.000051,1.000000,18,0.150240,0.000436,0.908303,0.424949,35.433685
275,16.526539,9.266075,0.121136,0.000223,1.000000,12,0.120823,0.001013,2.047049,0.490369,19.809336
276,11.130203,9.671247,0.120109,0.003729,1.000000,7,0.118847,0.024006,5.784701,1.860124,9.545806
277,18.565163,9.271994,0.143176,0.000097,1.000000,13,0.142895,0.000540,1.109208,0.433952,28.567335
278,19.379742,9.231704,0.140983,0.000080,1.000000,14,0.140358,0.000455,1.058635,0.416556,29.466167
279,14.466902,9.390779,0.127975,0.000323,1.000000,9,0.127988,0.000958,1.790547,0.517870,19.440670
280,15.184052,9.360250,0.133060,0.000214,1.000000,9,0.132657,0.000693,1.440917,0.480341,22.081926
282,14.699315,9.407191,0.116481,0.000245,1.000000,9,0.115805,0.000725,1.909263,0.478105,19.176601
283,10.537036,10.175558,0.105028,0.007351,1.000000,4,0.104480,0.005941,5.075329,1.232974,9.866770
284,12.489506,9.498942,0.118552,0.000721,1.000000,6,0.118677,0.001128,2.219586,0.495598,15.931113
285,12.451205,9.426030,0.119804,0.001219,1.000000,6,0.119851,0.002055,2.800625,0.855362,13.715244
219,39.823265,8.510772,0.333716,0.000089,0.657144,56,0.333137,0.012666,0.919042,0.455715,60.958523
240,31.466629,8.459771,0.210463,0.000045,0.409212,42,0.214017,0.001953,0.926924,0.329881,51.972248
246,28.647314,8.498516,0.208418,0.000051,0.414728,37,0.207845,0.001668,0.911565,0.394470,48.805305
251,29.493887,8.659561,0.195628,0.000025,0.386011,33,0.194771,0.000718,0.693244,0.398788,57.273148
254,26.529001,8.566978,0.199380,0.000048,0.397793,33,0.198862,0.001270,0.874018,0.422850,47.418739
257,25.976513,8.849932,0.172214,0.000022,0.336793,29,0.171402,0.000434,0.698884,0.376135,52.797462
258,21.413136,8.439245,0.175984,0.000075,0.351425,29,0.175265,0.001491,1.201147,0.553519,34.917030
259,23.391191,8.911904,0.178513,0.000046,0.355272,29,0.177964,0.000842,0.893143,0.401570,43.949745
260,22.193020,8.705051,0.144412,0.000027,0.287284,25,0.143825,0.000379,0.924276,0.358577,41.588020
265,20.906782,8.616792,0.159171,0.000051,0.320581,25,0.158250,0.000771,1.076880,0.466334,36.808910
267,19.048235,9.204226,0.172256,0.000070,0.347198,23,0.171693,0.000851,0.962823,0.502305,37.220531
268,20.158382,9.279296,0.161159,0.000039,0.316561,23,0.160590,0.000455,0.812903,0.376305,42.302879
269,11.293423,9.691319,0.138751,0.000430,0.276043,20,0.138412,0.004112,2.832597,1.038706,17.199499
270,21.523312,9.159147,0.146570,0.000096,1.000000,18,0.146287,0.000834,1.300636,0.483570,28.581186
272,22.990913,9.602277,0.150525,0.000045,1.000000,19,0.150211,0.000431,0.902878,0.414807,36.471546
275,17.346537,9.242351,0.121083,0.000185,1.000000,13,0.120813,0.000943,1.983489,0.463031,20.686480
276,11.431429,9.575089,0.119985,0.003361,1.000000,8,0.118765,0.019702,5.580351,1.765348,9.926506
277,19.439798,9.257496,0.143135,0.000083,1.000000,14,0.142825,0.000514,1.084345,0.419054,29.769676
278,20.266619,9.219367,0.140892,0.000069,1.000000,15,0.140387,0.000433,1.033606,0.404070,30.733274
279,15.270741,9.359324,0.127978,0.000246,1.000000,10,0.128059,0.000860,1.702976,0.487559,20.630497
280,16.020517,9.335343,0.132969,0.000166,1.000000,10,0.132708,0.000627,1.374962,0.460287,23.415754
282,15.527445,9.379710,0.116319,0.000186,1.000000,10,0.115590,0.000649,1.822038,0.453650,20.296270
283,10.957507,10.061928,0.104791,0.004172,1.000000,5,0.104576,0.004506,4.672353,1.137993,10.601123
284,13.240495,9.451047,0.118597,0.000461,1.000000,7,0.118763,0.000939,2.044807,0.466404,17.276045
285,13.135166,9.368441,0.119820,0.000810,1.000000,7,0.120010,0.001713,2.594973,0.796219,14.791531
287,10.000000,10.000000,0.114705,0.027778,1.000000,0,0.117179,1.421215,8.124825,1.089817,6.344069
288,10.000000,10.000000,0.107555,0.027778,1.000000,0,0.106775,2.857027,9.074377,0.479196,6.217712
240,32.085220,8.446246,0.210537,0.000044,0.409212,43,0.214068,0.002004,0.937526,0.327165,52.419891
246,29.286880,8.483358,0.208402,0.000049,0.414728,38,0.207764,0.001709,0.922405,0.390046,49.268475
251,30.229950,8.647585,0.195601,0.000024,0.386011,34,0.194786,0.000742,0.704454,0.391828,57.817898
254,27.187750,8.550111,0.199362,0.000047,0.397793,34,0.198796,0.001300,0.884168,0.417048,47.942127
257,26.725027,8.835164,0.172177,0.000021,0.336793,30,0.171347,0.000445,0.707777,0.368073,53.509521
258,21.981705,8.412569,0.175953,0.000072,0.351425,30,0.175239,0.001529,1.215489,0.539258,35.256336
260,22.904152,8.684485,0.144376,0.000025,0.287284,26,0.143875,0.000384,0.929361,0.345692,42.300499
265,21.544966,8.590894,0.159119,0.000048,0.320581,26,0.158235,0.000785,1.085866,0.451416,37.325630
267,19.674557,9.170455,0.172217,0.000065,0.347198,24,0.171772,0.000859,0.966111,0.490701,37.960655
268,20.852875,9.252001,0.161117,0.000036,0.316561,24,0.160482,0.000456,0.814578,0.368044,43.237926
269,11.452497,9.618593,0.138730,0.000404,0.276043,21,0.138579,0.004176,2.842763,1.007520,17.428701
270,22.384016,9.146601,0.146541,0.000086,1.000000,19,0.146316,0.000817,1.287899,0.468214,29.417427
272,23.890467,9.593247,0.150495,0.000041,1.000000,20,0.150180,0.000427,0.899595,0.401666,37.467510
275,18.177923,9.221526,0.121040,0.000156,1.000000,14,0.120778,0.000885,1.929124,0.441032,21.543959
276,11.774106,9.482200,0.119850,0.002989,1.000000,9,0.118716,0.016730,5.402464,1.685060,10.300908
277,20.321060,9.244684,0.143093,0.000071,1.000000,15,0.142821,0.000493,1.063216,0.404047,30.946428
278,21.159254,9.208391,0.140825,0.000059,1.000000,16,0.140370,0.000415,1.013549,0.389903,31.954092
279,16.092207,9.332580,0.127995,0.000194,1.000000,11,0.128126,0.000783,1.630149,0.461051,21.792679
280,16.870922,9.314091,0.132916,0.000133,1.000000,11,0.132694,0.000577,1.321837,0.438075,24.701582
282,16.371515,9.356495,0.116163,0.000146,1.000000,11,0.115460,0.000590,1.748271,0.422748,21.393860
283,11.462535,9.961770,0.104706,0.002521,1.000000,6,0.104743,0.003634,4.352602,1.040648,11.312547
284,14.026555,9.412353,0.118648,0.000319,1.000000,8,0.118922,0.000806,1.904034,0.433967,18.598204
285,13.859333,9.320749,0.119876,0.000571,1.000000,8,0.120208,0.001475,2.431185,0.736140,15.835889
287,9.879517,10.363576,0.114717,0.027645,1.000000,1,0.117478,0.020202,5.692701,0.897991,7.834320
288,9.885679,10.486749,0.107554,0.027727,1.000000,1,0.107051,0.016699,6.241695,0.401659,7.715405
289,10.000000,10.000000,0.097827,0.027778,1.000000,0,0.099376,0.019601,7.106436,0.089881,7.397738
290,10.000000,10.000000,0.095577,0.027778,1.000000,0,0.097416,0.060743,8.435029,0.494788,6.848312
246,29.924942,8.468678,0.208386,0.000048,0.414728,39,0.207840,0.001755,0.933212,0.387027,49.704521
251,30.963560,8.635841,0.195577,0.000023,0.386011,35,0.194814,0.000768,0.715904,0.385154,58.311893
254,27.845640,8.533845,0.199344,0.000045,0.397793,35,0.198731,0.001332,0.894760,0.412575,48.419987
257,27.473644,8.821099,0.172142,0.000020,0.336793,31,0.171393,0.000457,0.716906,0.360402,54.174194
258,22.550062,8.387134,0.175924,0.000069,0.351425,31,0.175332,0.001572,1.229862,0.524840,35.570435
260,23.617619,8.665084,0.144347,0.000024,0.287284,27,0.143846,0.000389,0.935957,0.333030,42.944454
